,ID,link,country,time_id,recommend,value,fun,reviews,game,date,total_time,review_time
0,76561198171644914,https://steamcommunity.com/profiles/76561198171644914/recommended/,Other,2,Recommended,1,0,"Не заходите туда, я до сих пор не могу остановиться. Паамагитееееее								",https://steamcommunity.com/app/331470,"30 March, 2018",127.7,26.2
1,76561198171644914,https://steamcommunity.com/profiles/76561198171644914/recommended/,Other,1,Recommended,1,2,Заебись!								,https://steamcommunity.com/app/304050,"30 June, 2016",17.3,15.8
2,76561198001428536,https://steamcommunity.com/profiles/76561198001428536/recommended/,United States,3,Not Recommended,0,1,Trash								,https://steamcommunity.com/app/214420,"25 May, 2017",0.2,0.2
3,76561198001428536,https://steamcommunity.com/profiles/76561198001428536/recommended/,United States,2,Recommended,1,5,ما اللعنة هل مجرد سخيف القول عن لي، وكنت قليلا الكلبة؟ سآخذ كنت أعرف أنني تخرجت أعلى صفي في قوات البحرية، ولقد شاركت في العديد من الغارات السرية على قناة ، ولدي أكثر من يقتل المؤكدة. انا تدربت في حرب الغوريلا وأنا قناص كبار في القوات المسلحة الأميركية بأكملها. أنت لا شيء بالنسبة لي ولكن مجرد هدف آخر. وسوف يمسح لك اللعنة خارج بدقة أمثال الذي لم يسبق له مثيل من قبل على هذه الأرض، بمناسبة كلامي سخيف. كنت تعتقد أنك يمكن أن تفلت من هذا القرف قائلا لي عبر الإنترنت؟ اعتقد مرة اخرى، مقيت. ونحن نتكلم أنا على الاتصال بي شبكة سرية من الجواسيس عبر الولايات المتحدة وIP الخاص بك يتم تتبعها الآن لذلك كنت أفضل إعداد للعاصفة، يرقة. العاصفة التي تقضي على الشيء القليل مثير للشفقة استدعاء حياتك. كنت سخيف ميت، طفل. أنا يمكن أن تكون في أي مكان وفي أي وقت، وأستطيع أن أقتلك في أكثر من سبعمائة الطرق، وهذا مجرد بيدي العاريتين. لست فقط تدربت على نطاق واسع في القتال الأعزل، ولكن لدي الوصول إلى ترسانة كاملة من قوات مشاة البحرية الأمريكية وسوف تستخدم لمداه الكامل للقضاء مؤخرتك بائسة من على وجه القارة، وكنت قليلا القرف. إلا إذا كنت يمكن أن يعرف								,https://steamcommunity.com/app/222880,"14 August, 2016",41.1,26.3
4,76561198001428536,https://steamcommunity.com/profiles/76561198001428536/recommended/,United States,1,Not Recommended,1,7,"My Grandfather smoked his whole life. I was about 10 years old when my mother said to him, 'If you ever want to see your grandchildren graduate, you have to stop immediately.'. Tears welled up in his eyes when he realized what exactly was at stake. He gave it up immediately. Three years later he died of lung cancer. It was really sad and destroyed me. My mother said to me- 'Don't ever smoke. Please don't put your family through what your Grandfather put us through."" I agreed. At 28, I have never touched a cigarette. I must say, I feel a very slight sense of regret for never having done it, because this game gave me cancer anyway. ",https://steamcommunity.com/app/273350,"4 September, 2015",2.1,1.1
5,76561198085565696,https://steamcommunity.com/profiles/76561198085565696/recommended/,Other,4,Recommended,0,0,consigliato dal GOD @stefaninog								,https://steamcommunity.com/app/240,3 February,1.6,1.5
6,76561198085565696,https://steamcommunity.com/profiles/76561198085565696/recommended/,Other,3,Recommended,0,0,volevo giocare con senoir vac :( unluko								,https://steamcommunity.com/app/1308380,"25 November, 2021",0.2,0.2
7,76561198085565696,https://steamcommunity.com/profiles/76561198085565696/recommended/,Other,2,Recommended,0,0,nice game								,https://steamcommunity.com/app/1097150,"22 January, 2021",13.6,4.6
8,76561198085565696,https://steamcommunity.com/profiles/76561198085565696/recommended/,Other,1,Recommended,0,0,best game ever								,https://steamcommunity.com/app/730,"20 November, 2020",568.0,945.1
9,76561198036980884,https://steamcommunity.com/profiles/76561198036980884/recommended/,United States,5,Recommended,6,8,(Review text hidden)								,https://steamcommunity.com/app/326160,"29 June, 2019",174.4,174.4
10,76561198036980884,https://steamcommunity.com/profiles/76561198036980884/recommended/,United States,4,Recommended,22,19,DO NOT READ ANY FURTHER !!! This is my annual review for the holiday steam badge. Good Game - that is currently having stability issues *sigh*- UPDATE2021: Unfortunately performance issues in PvP/Cyrodiil still persist  - curated drops are a HUGE update but companions are a fail as the 'new system' added this year - overall still a fantastic gameHAPPY HOLIDAYS !!!								,https://steamcommunity.com/app/306130,"25 November, 2021",543.4,353.7
11,76561198036980884,https://steamcommunity.com/profiles/76561198036980884/recommended/,United States,3,Recommended,26,22,Stop ! Steam badge review ..... you may now resume your regularly scheduled program ;)								,https://steamcommunity.com/app/289070,"23 November, 2017",33.0,33.0
12,76561198036980884,https://steamcommunity.com/profiles/76561198036980884/recommended/,United States,2,Recommended,49,40,I am writing this review to get the steam badge. Please do not waste your time reading it.Hope the badge is worth it ! Be Well & Enjoy :)								,https://steamcommunity.com/app/271590,"24 November, 2016",8.2,8.2
13,76561198036980884,https://steamcommunity.com/profiles/76561198036980884/recommended/,United States,1,Recommended,72,14,Rescue Team is a casual time and resource management game(RTS lite) by Buka Entertainment. A storm has ravaged Greenfield Island and has left the island(and your property) greatly damaged. Your goal is to earn enough money to fully restore your ravaged property. To earn money you must restore Greenfield island section by section by controlling  a team of workers and pilots . Completing each island section (or level) in the least amount of time can earn you cash bonuses(and gold or bronze trophies).Tough decisions are the hallmark of good strategy games and Rescue Team has plenty of those - Do you restore lumber mills(wood) or delis(food) first to generate resources ? or do you rescue workers to increase  your manpower ? how soon do you restore the helipad to get the helicopter and begin rescuing people ? should you restore the bridge to gain access to more areas or do you remove debris to gain resources and clear more road ? Clever level design compliments the sound strategy to create a satisfying experience. It took me about 10 hours to complete the game with gold trophies for every level - but I am no RTS genius - so there is probably 7-8 hours of gameplay for the RTS inclined - more if you take it casual or are a novice to the genre. The game has decent graphics and a competent soundtrack but does lack option to adjust the resolution.If you want a good casual RTS with solid gameplay and intelligent level at an affordable price then Rescue Team may be the game for you - easy to recommend (this game would be worth twice the price if it included a level editor)								,https://steamcommunity.com/app/338960,"22 February, 2015",10.8,10.8
14,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,10,Recommended,3,0,"Багов очень много, при том что я прошел ее вдоль и поперек, но не встретил большинства из тех что публикуют на ютубе и прочих ресурсах, Центральный сюжет стоит внимания, играть рекомендую, побочки встречаются неплохие местами отличные, но до Ведьмака не дотягивают, и уж очень много мусорного контента по типу ""разнообразия"": принеси - подай - свали не мешай.Технические сложности и море вырезанного контента, который стоило бы оставить, а вот весь мусор для растягивания геймплея убрать, все это не дает посавить игре оценку выше 7 по моему скромному мнению.								",https://steamcommunity.com/app/1091500,"27 November, 2021",200.6,200.1
15,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,9,Recommended,0,0,"✔ 100500 вылетов из 10 (как выйдешь на открытое пространство, попробуй пойти по майн квесту и поиграть хотябы час без вылета).✔ Лагодром и самый нервный фпс на открытых пространствах. При первом запуске и первые пару часов до выхода на большие открытые пространства даже в 4к на 1080ti был сносный фпс и время кадра.✔ Отсутствие регулировки мертвых зон геймпада, сами разрабы настроить по уму не смогли, кто юзал геймпад от xbox360 понимает какие чувствительные аналоги. Регулировки чувствительности недостаточно!✔ Эпик фейл 2020. Самый технически неудачный релиз года. Когда есть проблемы на какой-то конкретной сборке ПК, это одно дело, но когда у всех вообще вылетает игра каждые 30 минут это доказывает, что игру вообще не тестировали на наличие критических ошибок. Ставим ставки через сколько еще дней кривые аутсорсеры, что взялись за порт, выпустят патч.								",https://steamcommunity.com/app/1151640,"27 November, 2020",134.8,39.8
16,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,8,Not Recommended,5,2,"Игра весит примерно 9 гигабайт, у меня видеокарта 1080ti c 11 Гб видеопамяти, всю эту игру можно загрузить полностью в память и не обращаться к оперативке вообще. Внимание вопрос, какого хера в этой игре жуткие статеры, вылеты и вообще последняя обнова сломала ее полностью? Не ужели нельзя было хоть маломальски провести тесты билдов?								",https://steamcommunity.com/app/275850,"18 August, 2019",192.0,119.0
17,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,7,Not Recommended,0,1,"Стоит добавить ачивку ""Разобрался в управлении"". Я вот не разобрался и дропнул. Нет желания гадать что где забиндили, особенно когда перед лицом весит раскладка созданная разработчиком. Нахрена?								",https://steamcommunity.com/app/1089710,"29 June, 2019",0.2,0.2
18,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,6,Not Recommended,19,1,"Давно не писал негативные обзоры. ) Всю дорогу уговаривал себя, что игра стоит времени потраченного на нее, геймплей фановый, мир живой. Да хер там, кусок говна слепленый на скорую руку дабы ""было"", это не есть хорошо. Графен - каловая масса, играл на 4к телевизоре с HDR, каждые пол часа ходил глаза промывать, качеству текстур позавидует даже колда. Куча багов, вот реально, вроде и не критичные, игра не вылетала, но блиать какие же назойливые. Половина связана с рукожопным дубляжем, это вообще отдельная история, то фразы оборвутся, то вообще не воспроизведутся, то пиздят одновременно в городах, Играйте в оригинальную озвучку с субтитрами. Так же имеются более критичные баги, типо зависания заданий, на подобе того что ты выполнил, а оно не засчитывается.Транспорт проработан более менее, опять же так чтобы ""было"", чувствуется рука Аваланчей, надергали пресетов из своей же игры Мэд Макс, но там езда гораздо приятней, здесь для галочки. И единственный летающий транспорт Икар, как то по идиотски себя ведет мягко говоря, особенно если учитывать неоднородный рельеф открытого мира, если ты упал на до коньона, то выберешься из него и въебешься в скалу 50/50. Куча однотипных форпостов, делаешь одно и тоже, но самое главное что приезжаешь ты на очередную зачистку, а тебе перед заданием на всю игры ровно три блиать диалога. Букв ♥♥♥♥♥♥♥♥ жалко было? Всю игру одно и тоже. Копипаста голимая. Нагирался ты часов за десять, все остальная карта с заданиями тупо копипаста.Сюжет тоже самое что в Just cause, он есть, больше про него нечего сказать. Короче геймплей подобный можно и в  DooM сыграть, и скоро выйдет Этернал Дум, вертикальный геймплей будет еще круче.  Итог - не тратьте свое время и деньги, или берите по скидке.7 из 10 при оригинальной озвучке5 из 10 при дубляже.UPD. 01.12.2019 Спустя кучу криво устанавливаемых обновлений, (кто придумал каждый раз при скачивании обновы занимать на харде такой же объем памяти сколько уже весит игра) ни чего ровным счетом не поменялось, унылое гавно в фантике.								",https://steamcommunity.com/app/548570,"1 December, 2019",75.8,70.6
19,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,5,Recommended,26,2,"Первые впечатления, а стоит отметить, что ценник у игры весьма адаптирован под СНГшные кошельки, что добавляет положительных эмоций, очень положительные. Начал свое знакомство с прохождения обучения и тренировки, и надо сказать обучение неплохо выстроено, плюс на каждую связку записано дэмо, и если у тебя долго не получается верно или вовремя нажимать кнопки, ты всегда можешь посмотреть как это было задумано. Помимо демонстрации результата, с низу нарисован джойстик xbox, на котором отображаются кнопки и момент их нажатия, очень удобно.  В свободной игре на первый взгляд не хватает персонажей, которые будут по сюжету, типо молодого Джони и молодой Сони, ну или я не разобрался.Позже дополню обзор. ",https://steamcommunity.com/app/976310,"23 April, 2019",81.0,1.0
20,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,4,Recommended,16,1,"Игра годная как продолжение серии, антураж стилистика и сам геймплей соотвествует предыдущим частям. Если бы не эта срaнaя выкрученная до нельзя механика дарк соулс. Честное слово, ей здесь не место, они скрывают продолжительность игры тупо растягивая колючий геймплей супер дамагом ботов, попробуй не увернуться от трех-четырех скелетов, начинай с последней Вульгримовой норы. И тут подключается переехавшая из прошлых частей скa ebychaya камера, это треш. Она так подставляет, жoпa горит нон стоп, плюс ко всему иной раз уворачиваeшься ты такой и понимаешь что зацепился за ступеньку, на ровном cукa месте тебя дерут в три дырки, а ты уворачиваешься стоишь. Очень неоднозначно. Пройду - напишу полный обзор. Upd.  (все что здесь написанно только мое скромное мнение, не претендующее на истину)Прошел, и теперь могу судить о качестве. Darksiders 3 по стилистике игрового мира близка первой части, и так же как в первой части мир пронизан сквозными проходами через все локации, открываются они постепенно. По мере прохождения игрок получает сущности пустоты, каждая сущность имеет свои уникальные физические особенности. Так как переведены названия довольно криво, прямо скажем без адаптации под русский язык, я буду говорить как чувствую)   *Первая сущность - огненная. Помимо того, что Ярость имеет хлыст, при включенной сущности огня появляются два огненных клинка, волосы и детали костюма у Ярости становятся желто оранжевыми, появляется усиленный прыжок и при включении волны хаоса Ярость становится пылающей огнем, увеличивается урон. В воде сущность огня тухнет.  *Вторая сущность - молния. Появляется клинок пронизаный молниями, Ярость светится светло желтым светом. При прыжке доступна возможность парить несколько метров. При включении волны хаоса Ярость выпускает три миниторнадо, которые наносят урон врагам вблизи. В воде ни как себя не проявляет  *Третья сущность - сила. Ярость светится фиолетовым, появляется дополнительное оружие огромный молот. При усиленном прыжке персонаж превращается в фиолетовую шаробразную массу, и при наличии специальной филетовой дорожки где нибудь рядом, магнитится к ней, таким образом можно преодолевать припятствия, пропасти и прочее. Волна хаоса используется для мощного взрыва силы, нанося большой урон противникам в близи. В воде сущность силы позволяет ходить по дну как будто это суша.  *Четвертая сущность - лед. Ярость становится белой, с искорками льда. Дополнительное оружие ледяной меч. При прыжке дополнительных усилений не имеется, но в воде можно выпрыгнуть на поверхность и ходить замораживая ее под собой. Волна хаоса усиливает Ярость льдом, кроме дополнительного урона ни чего больше не заметил. Все эти игровые механики дополняют друг друга, и по мере прохождения, локации с умом используют преимущества сущностей, плюс ко всему получив новую сущность ты открываешь кучу лозеек и ходов в прошлые локации, в дополнительные подуровни, серкеты, доступ к минибоссам. Надо отметить, что серия Darksiders уже пыталась в открытый мир во творой части, здесь же нельзя сказать что мир открыт, но далеко и не линеен. Это микс возможностей, платформер с кучей вариантов и механикой дарк соулс. Тут мы и потходим к главным колючкам:   - Главный минус это попытка в дарк соулс. Она заканчивается примерно на середине игры, чуток подпрокачавшись персонаж уже не так чувствителен к урону от NPC  - Камера и фокус на NPC, сколь же они подставляли меня за все прохождение, мого раз в разных коридорах, узких местах, бывало тебя убивают те боты которых на открытых пространствах ты и глазом бы не моргнул убить. А в гуще боя с каким нибудь боссом камера может спокойно убрать с него фокус, если он например прыгнул тебе за спину. Это чистой воды подстава.   - Так же система сохранений и нор как в первой части, в купе с механикой дарк соулса и возросшими по протяженостям лоациями, это то еж доставляло мало удобства, когда тебе в десятый раз приходилось добираться через пол локации до босса.   - Некоторые загадки, как по мне, ну уж слишком колючие. И это заключается не в их логическом решении, а в тупости геймплея вокруг них. Например торнадо в последней локации, как же увлекательно десять раз подряд бежать видеть куда тебе надо и все равно торнадо долетает и всасывет персонажа. Наверное не у всех так было, но у меня не получалось добежать очень долго. Или когды ты прыгаешь на уступ, а персонаж не зацепляется, и ладно если это просто утсуп, а если перед этим уступо целый механизм действий, нужно замарозить в нужный момент переключится на другую сущность прыгнуть подлететь усиленным прыжком и блин не зацепиться за уступ. ААргх.Локации много описывать не буду, скажу тольк что на мой взгляд самой атмсоферной получилась водная, наверное потому что она самая красочная, качественно отличающаяся от остальных. Здесь все сущности и все механики гармонично соприкасаются. Спойлерить сюжет не буду, просто опишу свое мнение. В первой части сюжет был лихо закручен, диалоги хорошо прописаны. Во второй градус накала остался. Здесь же конечно чувствуется просадка, с одной стороны все пафасно, но с другой как-то по детски все наигранно звучит. Ни какой особо лихой завязки, развязки или сюжетных повортов тут нет, средненько. В общем итоге игре можно смело дать оценку в 7 всадников апокалипсиса из 10Брать рекомендую, но лучше подождите скидки)								",https://steamcommunity.com/app/606280,"3 December, 2018",60.2,59.7
21,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,3,Recommended,27,12,"Можете закидать меня яблоками, но после первого Ассассина не играл ни в одну часть толкорм, и не особо любил франшизу, но эта часть очень зашла. Как пройдку напишу полный обзор, хотя кому он нхр нужен)								",https://steamcommunity.com/app/582160,"22 November, 2018",174.8,141.3
22,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,2,Recommended,22,0,"Главные тезисы Нио:Если идешь по краю, и потходишь ко входу или углу, загляни слегка за угол или перекатись внутрь, скорее всего там летучие мыши или ждут мобы. Призвал гостя в помощь, НЕ СПИШИ, столько бравых вояк дохнет в мили атаках в мультиплеерном кооперативе. Научись добиваниям и перекатам.Если могилы начинают сами по себе вздыматься - ищи лысого биво-боку с балалайкой, это он подымает могилы и призывает разноцветные черепа.С мимиком из сундука не обязательно драться каждый раз, тем более что лут будет ценее если ты повторишь его жест. Тоже самое касается стен с глазами, посмотри могилы рядом и от чего умерали люди. Жест того цвета и не стоит показывать стене, покажи любые жесты отсавшихся двух цветов, какой- либо из них подойдет и стена исчезнет без боя.В критических случаях привыкай использовать живое оружие. Часто за одну локацию его можно юзать 5-6 раз, но все берегут его зачем-то.Дарк Соулс (далее ДС) и так попахивал азиатской кривизной в плане управления на ПК клавомышью, но я бы не советовал вообще игарть в Соулс игры на клавиатуре + мышке. Так и в случае с Нио, геймпад гораздо удобней, ну разве что кроме момента с прицеливанием, но это наверное чисто мое субъективное ощущение, мне не комфортно целиться с геймпада. Хочется описать Нио в одно предложение, и как нельзя кстати подойдет сравнение с ДС. Нио это собирательный образ, механика приближена к ДС, горы рандомного лута - к Диабло, сюжет и атмосфера взяты из сюжета к не снятому фильму о чудищах Японской мифологии из мира Екай (Они). Сетинг Японии периода Сэнгоку, прямолинейный сюжет, не хватающий звезд с небес, но знакомящий нас с множеством ярких личностей тех междоусобных воин в Японии, и схожесть игрового процесса с играми серии ДС, такое описание в виде аннотации сойдет =)Главный минус игры, на мой взгляд, это тонны рандомного мусора. Я и так уже на третьем задании начал изберательно потходить к сбору лута, и все равно оооочень много времени ты проводишь в сортировке/купле/продаже.Еще один минус, но возможно только в моем случае - ассинхронный мультиплеер, точнее постоянные проблемы с подключением к случайному бою, в половине случаев ""ошибка подключения"".Есть и еще одна не большая претензия - это блокировка локации при выполнении цели задания, а она не всегда очевидна. Порой ты убиваешь монстра, а оказывается это и было целью задания, и после этого блокируются все мобы, все могилы игроков усерших на локации, у тебя остается вариант только вернуться к выбору заданий. А хотелось еще побегать, зайти в места которые возможно пропустил. Среди плюсов все остальное, это и сам геймплей, и его сложность и схожетсь с серией ДС, на мой вкус ранообразие боссов и локаций. Мультиплеерная составляющая - бои 1 на 1, 2 на 2, кооперативное прохождение в асинхронном мультиплеере, хотя в отличии от ДС здесь уже можно реализовать прохождение с другом, ну и битва кланов для галочки. Годный порт, в особенности когда Бладборн нам и не светит на ПК. Играть рекомендую, и прибудет с вами всегда восполненный КИ. 8,5 кодам из 10 екайИ имей в виду, на локации с Мунэсигэ Татибаной, дополнительное задание бой один на один, есть камень от выхода с права. Я например знать про него не знал, а он очень помогает если у тебя уже не осталось вариантов, а возвращаться к начальной точке не хочется)								",https://steamcommunity.com/app/485510,"6 January, 2018",361.9,302.2
23,76561198030127910,https://steamcommunity.com/profiles/76561198030127910/recommended/,Other,1,Recommended,58,90,"Don't deal with the devil https://steamcommunity.com/sharedfiles/filedetails/?id=1223481454 Сломать геймпад - Легко. Выкурить пачку сигарет, когда ты вообще не куришь - Легко. Вытоптать в нервном тике вмятину на линолеуме - Легко. Встать на учет к психиатру - Легко. Родить ежа во время игры - Легко. ""Обезглавить, обоссать и сжечь"" (с) - Легко. Легко? - Легко.Но блин, пройти Cuphead - 13ый подвиг Геракла.И что самое главное, проходится она напряженно, но без бомбежки, играть в нее приятно.  10 You died из 10								",https://steamcommunity.com/app/268910,"25 December, 2017",8.1,6.8
