,ID,link,country,time_id,recommend,value,fun,reviews,game,date,total_time,review_time
0,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,10,Recommended,1,0,"The game is amazing, but the fps drops and stuttering in some areas is kinda annoying especially in boss fights.								",https://steamcommunity.com/app/1245620,27 February,83.3,38.5
1,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,9,Recommended,0,0,"Played it on PlayStation before, absolute masterpiece. 10/10								",https://steamcommunity.com/app/1593500,14 January,82.8,3.2
2,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,8,Recommended,0,0,Bussin								,https://steamcommunity.com/app/1151640,"4 June, 2021",18.9,13.7
3,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,7,Recommended,0,0,I personally enjoyed the game i didn't encounter any huge bugs but i seen other people encounter them. The story is good but shorter than expected. The side content is also fine but you can finish it all in under a 100 hours.								,https://steamcommunity.com/app/1091500,"18 August, 2021",83.5,7.3
4,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,6,Recommended,0,0,NICE								,https://steamcommunity.com/app/960090,"16 October, 2021",98.4,40.9
5,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,5,Recommended,0,0,Nice!								,https://steamcommunity.com/app/431960,"6 August, 2021",32.4,5.9
6,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,4,Recommended,0,0,If you have the right people to play with the game is pretty fun.								,https://steamcommunity.com/app/945360,"17 August, 2020",10.1,2.1
7,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,3,Recommended,0,0,Really fun game.								,https://steamcommunity.com/app/1097150,"17 August, 2020",53.3,7.5
8,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,2,Recommended,1,0,Cool zombie survival game.								,https://steamcommunity.com/app/550,"30 July, 2019",8.0,7.0
9,76561198140679439,https://steamcommunity.com/profiles/76561198140679439/recommended/,Other,1,Recommended,2,0,Great game !								,https://steamcommunity.com/app/588430,"4 April, 2017",24.4,16.7
10,76561198796062244,https://steamcommunity.com/profiles/76561198796062244/recommended/,Other,6,Not Recommended,0,1,yes 10/10 razraabotcki pidorasi								,https://steamcommunity.com/app/1172620,11 March,052.9,297.5
11,76561198796062244,https://steamcommunity.com/profiles/76561198796062244/recommended/,Other,5,Recommended,1,0,fallout new vegas:part two								,https://steamcommunity.com/app/1091500,"12 December, 2020",27.8,20.8
12,76561198796062244,https://steamcommunity.com/profiles/76561198796062244/recommended/,Other,4,Recommended,2,1,10/10								,https://steamcommunity.com/app/292030,"25 November, 2020",119.0,119.0
13,76561198796062244,https://steamcommunity.com/profiles/76561198796062244/recommended/,Other,3,Recommended,1,1,its game								,https://steamcommunity.com/app/730,"27 March, 2020",898.4,321.8
