,ID,link,country,time_id,recommend,value,fun,reviews,game,date,total_time,review_time
0,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,10,Recommended,4,0,"I don't like Marvel, but this game GOTY 2021. Just play it.								",https://steamcommunity.com/app/1088850,"23 December, 2021",25.6,25.6
1,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,9,Recommended,4,0,True classic. Nuff said.								,https://steamcommunity.com/app/70,"29 November, 2019",15.2,3.4
2,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,8,Recommended,3,0,"Very good autochess game. Nicely done Valve, 9/10								",https://steamcommunity.com/app/1046930,"29 June, 2019",10.2,9.0
3,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,7,Recommended,7,0,Now it's very beautiful game. Just get it.								,https://steamcommunity.com/app/275850,"22 November, 2018",39.8,2.9
4,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,6,Recommended,7,1,"Very beautiful game with great potential. Nice visual component, aggresive combat, deep crafting system and building system looks amazing (you can build a pyramid!), but because game in EA you can see a lot of bugs (some really critical). For alpha version i gave 8/10. But if you don't like games in EA i strongly recommend wait for some patches/bugfixes.								",https://steamcommunity.com/app/440900,"2 February, 2017",14.2,8.0
5,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,5,Recommended,7,0,Very beautiful game with fantastic and friendly community. (No).								,https://steamcommunity.com/app/570,"23 November, 2016",753.7,753.7
6,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,4,Recommended,2,0,Meisterwerk.								,https://steamcommunity.com/app/319630,"18 January, 2016",21.4,17.5
7,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,3,Recommended,0,0,"Do what you want 'cause a pirate is free, you are a pirate! 10/10								",https://steamcommunity.com/app/264140,"5 August, 2014",13.5,9.5
8,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,2,Recommended,0,0,This is ♥♥♥♥♥♥♥ awesome :D								,https://steamcommunity.com/app/206420,"23 August, 2013",23.6,16.5
9,76561197987689379,https://steamcommunity.com/profiles/76561197987689379/recommended/,Other,1,Not Recommended,3,0,Terrible game								,https://steamcommunity.com/app/49540,"28 November, 2013",13.7,13.7
